学生姓名,课程类型,教师,课程序号,上课日期,中文星期,西班牙语星期,英语星期,西班牙时间,学生当地时间,时差,课时计算,当日学习内容,页数,教师反馈
Nina345,班课,Carlos,L000127,2026-01-08,周四,jueves,Thursday,17:00,17:00,+0h,1.0,口语,6,需要加强口语练习
Tommy_054,班课,Carlos,L000127,2026年1月8日,周四,jueves,Thursday,17:00,00:00,+7h,1.0,语法,10,需要加强口语练习
Nina_345,班课,Carlos,L000128,01/15/2026,周四,jueves,Thursday,17:00,17:00,+0h,1.67,听力,14,语法掌握一般
Tommy_054,班课,Carlos,L000128,2026-01-15,周四,jueves,Thursday,17:00,00:00,+7h,1.67,复习,14,语法掌握一般
Nina_345,小组课,Carlos,L000129,2026/01/22,周四,jueves,Thursday,17:00,17:00,+0h,2.0,语法,5,需要加强口语练习
Tommy_054,班课,Carlos,L000129,2026-01-22,周四,jueves,Thursday,17:00,00:00,+7h,2.0,口语,6,需要加强口语练习
Nina345,小组课,Carlos,L000130,2026-01-29,周四,jueves,Thursday,17:00,17:00,+0h,1.5,听力,4,
Tommy_054,小组课,Carlos（教务）,L000130,2026-01-29,周四,jueves,Thursday,17:00,00:00,+7h,1.5,语法,6,
Nina_345,小组课,Carlos,L000131,2026-02-05,周四,jueves,Thursday,17:00,17:00,+0h,1.0,阅读,10,课堂参与积极
Tommy_054,班课,Carlos,L000131,2026/02/05,周四,jueves,Thursday,17:00,00:00,+7h,1.0,阅读,9,课堂参与积极
Nina_345,班课,Carlos,L000132,2026年2月12日,周四,jueves,Thursday,17:00,16:00,-1h,2.0,语法,6,语法掌握一般
Tommy_054,小组课,Carlos,L000132,2026-02-12,周四,jueves,Thursday,17:00,00:00,+7h,2.0,阅读,7,语法掌握一般
Nina_345,小组课,Carlos,L000133,2026年2月19日,周四,jueves,Thursday,17:00,17:00,+0h,1.0,阅读,3,课堂参与积极
Tommy_054,小组课,Carlos,L000133,2026年2月19日,周四,jueves,Thursday,17:00,00:00,+7h,1.0,复习,4,课堂参与积极
Nina_345,班课,Carlos,L000134,2026-02-26,周四,jueves,Thursday,17:00,17:00,+0h,2.0,阅读,6,课堂参与积极
Tommy_054,小组课,Carlos,L000134,2026/02/26,周四,jueves,Thursday,17:00,00:00,+7h,2.0,阅读,13,课堂参与积极
Nina345,小组课,Carlos,L000135,2026年3月5日,周四,jueves,Thursday,17:00,17:00,+0h,1.67,口语,8,
Tommy_054,班课,Carlos,L000135,2026/03/05,周四,jueves,Thursday,17:00,00:00,+7h,1.67,复习,8,
Nina345,班课,Carlos,L000136,2026年3月12日,周四,jueves,Thursday,17:00,17:00,+0h,1.5,语法,10,课堂参与积极
Tommy_054,班课,Carlos,L000136,03/12/2026,周四,jueves,Thursday,17:00,00:00,+7h,1.5,语法,14,课堂参与积极
Nina_345,班课,Carlos,L000137,2026年3月19日,周四,jueves,Thursday,17:00,17:00,+0h,1.0,口语,6,语法掌握一般
Tommy_054（教务）,小组课,Carlos,L000137,2026/03/19,周四,jueves,Thursday,17:00,00:00,+7h,1.0,语法,1,语法掌握一般
Nina_345,小组课,Carlos,L000138,2026/03/26,周四,jueves,Thursday,17:00,17:00,+0h,1.67,语法,13,课堂参与积极
Tommy_054,小组课,Carlos,L000138,2026-03-26,周四,jueves,Thursday,17:00,00:00,+7h,1.67,口语,9,课堂参与积极
Nina345,班课,Carlos,L000139,2026/04/02,周四,jueves,Thursday,17:00,18:00,+1h,1.5,口语,14,需要加强口语练习
Tommy054,小组课,Carlos,L000139,2026-04-02,周四,jueves,Thursday,17:00,23:00,+6h,1.5,听力,7,需要加强口语练习
Nina_345,班课,Carlos,L000140,2026-04-09,周四,jueves,Thursday,17:00,17:00,+0h,1.0,语法,9,完成本节内容
Tommy_054,小组课,Carlos,L000140,2026-04-09,周四,jueves,Thursday,17:00,23:00,+6h,1.0,听力,13,完成本节内容
Nina345,班课,Carlos,L000141,2026-04-16,周四,jueves,Thursday,17:00,17:00,+0h,1.0,阅读,10,语法掌握一般
Tommy_054,班课,Carlos,L000141,2026-04-16,周四,jueves,Thursday,17:00,23:00,+6h,1.0,口语,14,语法掌握一般
Nina345,班课,Carlos,L000142,2026-04-23,周四,jueves,Thursday,17:00,17:00,+0h,1.0,听力,8,
Tommy_054,班课,Carlos,L000142,2026年4月23日,周四,jueves,Thursday,17:00,23:00,+6h,1.0,阅读,5,
Nina345,小组课,Carlos,L000143,2026/04/30,周四,jueves,Thursday,17:00,17:00,+0h,2.0,听力,3,需要加强口语练习
Tommy054,小组课,Carlos,L000143,2026-04-30,周四,jueves,Thursday,17:00,23:00,+6h,2.0,复习,9,需要加强口语练习
Nina_345,班课,Carlos,L000144,2026-05-07,周四,jueves,Thursday,17:00,16:00,-1h,1.0,阅读,14,课堂参与积极
Tommy_054,小组课,Carlos,L000144,2026年5月7日,周四,jueves,Thursday,17:00,23:00,+6h,1.0,口语,11,课堂参与积极
Nina_345,班课,Carlos,L000145,05/14/2026,周四,jueves,Thursday,17:00,20:00,+3h,1.0,语法,8,完成本节内容
Tommy_054,小组课,Carlos（教务）,L000145,2026/05/14,周四,jueves,Thursday,17:00,23:00,+6h,1.0,听力,1,完成本节内容
Nina_345,班课,Carlos,L000146,05/21/2026,周四,jueves,Thursday,17:00,17:00,+0h,1.0,听力,1,课堂参与积极
Tommy_054,小组课,Carlos,L000146,2026-05-21,周四,jueves,Thursday,17:00,23:00,+6h,1.0,语法,14,课堂参与积极
Nina_345,小组课,Carlos,L000147,2026年5月28日,周四,jueves,Thursday,17:00,17:00,+0h,1.0,口语,12,需要加强口语练习
Tommy054,小组课,Carlos,L000147,2026-05-28,周四,jueves,Thursday,17:00,23:00,+6h,1.0,口语,6,需要加强口语练习
Nina_345（教务）,班课,Carlos,L000148,2026-06-04,周四,jueves,Thursday,17:00,17:00,+0h,1.0,语法,5,课堂参与积极
Tommy_054（教务）,班课,Carlos,L000148,06/04/2026,周四,jueves,Thursday,17:00,23:00,+6h,1.0,复习,9,课堂参与积极
Nina_345,班课,Carlos,L000149,06/11/2026,周四,jueves,Thursday,17:00,17:00,+0h,2.0,阅读,13,需要加强口语练习
Tommy_054,班课,Carlos,L000149,2026-06-11,周四,jueves,Thursday,17:00,23:00,+6h,2.0,听力,4,需要加强口语练习
Nina_345（教务）,班课,Carlos,L000150,06/18/2026,周四,jueves,Thursday,17:00,17:00,+0h,1.0,阅读,7,语法掌握一般
Tommy_054,班课,Carlos,L000150,2026-06-18,周四,jueves,Thursday,17:00,23:00,+6h,1.0,语法,4,语法掌握一般
Nina345,小组课,Carlos,L000151,06/25/2026,周四,jueves,Thursday,17:00,17:00,+0h,2.0,复习,7,
Tommy054,小组课,Carlos,L000151,06/25/2026,周四,jueves,Thursday,17:00,23:00,+6h,2.0,听力,5,
Nina_345,班课,Carlos,L000152,2026/07/02,周四,jueves,Thursday,17:00,17:00,+0h,1.5,复习,7,完成本节内容
Tommy_054,小组课,Carlos,L000152,07/02/2026,周四,jueves,Thursday,17:00,23:00,+6h,1.5,语法,6,完成本节内容
Nina_345,小组课,Carlos,L000153,2026-07-09,周四,jueves,Thursday,17:00,17:00,+0h,1.67,阅读,4,课堂参与积极
Tommy_054,班课,Carlos,L000153,2026-07-09,周四,jueves,Thursday,17:00,23:00,+6h,1.67,口语,13,课堂参与积极
Nina_345,小组课,Carlos,L000154,2026-07-16,周四,jueves,Thursday,17:00,17:00,+0h,1.0,听力,6,课堂参与积极
Tommy_054,小组课,Carlos（教务）,L000154,2026年7月16日,周四,jueves,Thursday,17:00,23:00,+6h,1.0,语法,2,课堂参与积极
Nina_345,小组课,Carlos（教务）,L000155,2026-07-23,周四,jueves,Thursday,17:00,17:00,+0h,1.5,语法,11,课堂参与积极
Tommy_054,班课,Carlos,L000155,2026年7月23日,周四,jueves,Thursday,17:00,23:00,+6h,1.5,口语,1,课堂参与积极
Nina345,班课,Carlos（教务）,L000156,07/30/2026,周四,jueves,Thursday,17:00,17:00,+0h,2.0,口语,11,完成本节内容
Tommy054,小组课,Carlos,L000156,2026-07-30,周四,jueves,Thursday,17:00,23:00,+6h,2.0,语法,3,完成本节内容
Nina345,小组课,Carlos,L000157,2026-08-06,周四,jueves,Thursday,17:00,17:00,+0h,1.5,听力,3,完成本节内容
Tommy_054,班课,Carlos,L000157,2026-08-06,周四,jueves,Thursday,17:00,23:00,+6h,1.5,语法,9,完成本节内容
Nina345,班课,Carlos,L000158,2026/08/13,周四,jueves,Thursday,17:00,17:00,+0h,1.0,口语,5,
Tommy_054（教务）,班课,Carlos,L000158,2026/08/13,周四,jueves,Thursday,17:00,22:00,+5h,1.0,听力,10,
Nina_345,班课,Carlos,L000159,2026-08-20,周四,jueves,Thursday,17:00,17:00,+0h,1.67,阅读,4,语法掌握一般
Tommy_054,小组课,Carlos,L000159,2026/08/20,周四,jueves,Thursday,17:00,23:00,+6h,1.67,阅读,3,语法掌握一般
Nina_345,小组课,Carlos,L000160,2026年8月27日,周四,jueves,Thursday,17:00,17:00,+0h,1.0,语法,8,完成本节内容
Tommy054,小组课,Carlos,L000160,2026/08/27,周四,jueves,Thursday,17:00,23:00,+6h,1.0,语法,13,完成本节内容
Tommy304,小组课,Rocio,L000161,2026/02/09,周一,lunes,Monday,18:00,17:00,-1h,2.0,听力,7,语法掌握一般
Tommy_454,小组课,Rocio,L000161,2026-02-09,周一,lunes,Monday,18:00,01:00,+7h,2.0,复习,4,语法掌握一般
Tommy_304,小组课,Rocio,L000162,02/16/2026,周一,lunes,Monday,18:00,17:00,-1h,1.0,语法,7,课堂参与积极
Tommy_454,班课,Rocio,L000162,2026-02-16,周一,lunes,Monday,18:00,01:00,+7h,1.0,听力,11,课堂参与积极
Tommy_304,小组课,Rocio,L000163,2026/02/23,周一,lunes,Monday,18:00,17:00,-1h,1.67,阅读,12,语法掌握一般
Tommy_454,班课,Rocio,L000163,2026-02-23,周一,lunes,Monday,18:00,01:00,+7h,1.67,语法,10,语法掌握一般
Tommy304,小组课,Rocio,L000164,2026-03-02,周一,lunes,Monday,18:00,17:00,-1h,1.0,听力,14,需要加强口语练习
Tommy_454,小组课,Rocio,L000164,2026年3月2日,周一,lunes,Monday,18:00,01:00,+7h,1.0,口语,6,需要加强口语练习
Tommy_304,班课,Rocio,L000165,2026/03/09,周一,lunes,Monday,18:00,17:00,-1h,1.0,语法,11,需要加强口语练习
Tommy_454,小组课,Rocio,L000165,2026/03/09,周一,lunes,Monday,18:00,01:00,+7h,1.0,口语,1,需要加强口语练习
Tommy_304,班课,Rocio,L000166,2026-03-16,周一,lunes,Monday,18:00,17:00,-1h,1.5,阅读,11,语法掌握一般
Tommy_454（教务）,班课,Rocio,L000166,2026/03/16,周一,lunes,Monday,18:00,01:00,+7h,1.5,语法,12,语法掌握一般
Tommy_304（教务）,小组课,Rocio,L000167,2026/03/23,周一,lunes,Monday,18:00,17:00,-1h,2.0,阅读,12,语法掌握一般
Tommy_454,小组课,Rocio,L000167,2026-03-23,周一,lunes,Monday,18:00,01:00,+7h,2.0,语法,10,语法掌握一般
Tommy_304,小组课,Rocio,L000168,2026/03/30,周一,lunes,Monday,18:00,18:00,+0h,1.67,复习,11,完成本节内容
Tommy_454,小组课,Rocio,L000168,2026/03/30,周一,lunes,Monday,18:00,00:00,+6h,1.67,口语,5,完成本节内容
Tommy_304,小组课,Rocio,L000169,2026-04-06,周一,lunes,Monday,18:00,17:00,-1h,1.67,语法,6,
Tommy_454,小组课,Rocio（教务）,L000169,04/06/2026,周一,lunes,Monday,18:00,23:00,+5h,1.67,复习,1,
Tommy304,小组课,Rocio（教务）,L000170,2026/04/13,周一,lunes,Monday,18:00,17:00,-1h,1.5,语法,7,完成本节内容
Tommy_454,班课,Rocio,L000170,04/13/2026,周一,lunes,Monday,18:00,00:00,+6h,1.5,复习,13,完成本节内容
Tommy_304,小组课,Rocio,L000171,04/20/2026,周一,lunes,Monday,18:00,17:00,-1h,1.5,听力,13,需要加强口语练习
Tommy_454,小组课,Rocio,L000171,2026-04-20,周一,lunes,Monday,18:00,23:00,+5h,1.5,听力,3,需要加强口语练习
Tommy_304,班课,Rocio,L000172,2026-04-27,周一,lunes,Monday,18:00,17:00,-1h,2.0,语法,6,课堂参与积极
Tommy_454,班课,Rocio,L000172,2026-04-27,周一,lunes,Monday,18:00,00:00,+6h,2.0,复习,9,课堂参与积极
Tommy_304,小组课,Rocio,L000173,05/04/2026,周一,lunes,Monday,18:00,17:00,-1h,1.0,口语,6,完成本节内容
Tommy_454,班课,Rocio,L000173,2026-05-04,周一,lunes,Monday,18:00,00:00,+6h,1.0,口语,4,完成本节内容
Tommy_304,小组课,Rocio,L000174,2026/05/11,周一,lunes,Monday,18:00,17:00,-1h,1.5,复习,14,需要加强口语练习
Tommy_454,小组课,Rocio,L000174,2026-05-11,周一,lunes,Monday,18:00,00:00,+6h,1.5,语法,14,需要加强口语练习
Tommy304,小组课,Rocio,L000175,2026/05/18,周一,lunes,Monday,18:00,17:00,-1h,1.0,口语,11,完成本节内容
Tommy_454,班课,Rocio,L000175,2026/05/18,周一,lunes,Monday,18:00,00:00,+6h,1.0,听力,9,完成本节内容
Tommy_304,班课,Rocio,L000176,2026-05-25,周一,lunes,Monday,18:00,17:00,-1h,1.0,复习,13,完成本节内容
Tommy_454,班课,Rocio,L000176,2026-05-25,周一,lunes,Monday,18:00,00:00,+6h,1.0,口语,9,完成本节内容
Tommy_304,班课,Rocio（教务）,L000177,06/01/2026,周一,lunes,Monday,18:00,17:00,-1h,1.0,阅读,14,
Tommy_454,班课,Rocio,L000177,2026-06-01,周一,lunes,Monday,18:00,00:00,+6h,1.0,听力,4,
Tommy_304,小组课,Rocio,L000178,2026/06/08,周一,lunes,Monday,18:00,14:00,-4h,1.67,听力,5,
Tommy_454,小组课,Rocio,L000178,2026/06/08,周一,lunes,Monday,18:00,00:00,+6h,1.67,口语,6,
Tommy_304,小组课,Rocio,L000179,06/15/2026,周一,lunes,Monday,18:00,17:00,-1h,2.0,听力,1,需要加强口语练习
Tommy454,班课,Rocio,L000179,2026-06-15,周一,lunes,Monday,18:00,00:00,+6h,2.0,口语,13,需要加强口语练习
Tommy304,小组课,Rocio,L000180,06/22/2026,周一,lunes,Monday,18:00,17:00,-1h,1.67,阅读,12,课堂参与积极
Tommy_454,班课,Rocio,L000180,2026/06/22,周一,lunes,Monday,18:00,00:00,+6h,1.67,阅读,3,课堂参与积极
Tommy304,小组课,Rocio,L000181,2026-06-29,周一,lunes,Monday,18:00,17:00,-1h,1.0,口语,13,语法掌握一般
Tommy_454,小组课,Rocio,L000181,2026-06-29,周一,lunes,Monday,18:00,00:00,+6h,1.0,语法,6,语法掌握一般
Tommy304,小组课,Rocio,L000182,2026年7月6日,周一,lunes,Monday,18:00,17:00,-1h,1.67,语法,4,课堂参与积极
Tommy_454,小组课,Rocio,L000182,07/06/2026,周一,lunes,Monday,18:00,00:00,+6h,1.67,听力,10,课堂参与积极
Tommy_304,小组课,Rocio,L000183,2026-07-13,周一,lunes,Monday,18:00,17:00,-1h,2.0,口语,13,语法掌握一般
Tommy_454,小组课,Rocio,L000183,07/13/2026,周一,lunes,Monday,18:00,00:00,+6h,2.0,口语,13,语法掌握一般
Tommy304,班课,Rocio,L000184,07/20/2026,周一,lunes,Monday,18:00,17:00,-1h,1.0,语法,11,课堂参与积极
Tommy454,小组课,Rocio,L000184,2026-07-20,周一,lunes,Monday,18:00,01:00,+7h,1.0,阅读,12,课堂参与积极
Tommy_304,小组课,Rocio,L000185,2026年7月27日,周一,lunes,Monday,18:00,17:00,-1h,1.67,口语,1,
Tommy_454,小组课,Rocio,L000185,2026-07-27,周一,lunes,Monday,18:00,01:00,+7h,1.67,语法,9,
Tommy304,班课,Rocio,L000186,2026/08/03,周一,lunes,Monday,18:00,17:00,-1h,1.5,语法,5,需要加强口语练习
Tommy_454,班课,Rocio,L000186,2026-08-03,周一,lunes,Monday,18:00,00:00,+6h,1.5,听力,14,需要加强口语练习
Tommy_304,小组课,Rocio,L000187,2026-08-10,周一,lunes,Monday,18:00,17:00,-1h,1.67,口语,2,需要加强口语练习
Tommy_454,班课,Rocio,L000187,2026年8月10日,周一,lunes,Monday,18:00,23:00,+5h,1.67,语法,1,需要加强口语练习
Tommy_304（教务）,班课,Rocio,L000188,2026/08/17,周一,lunes,Monday,18:00,17:00,-1h,1.0,语法,7,课堂参与积极
Tommy_454,班课,Rocio,L000188,2026-08-17,周一,lunes,Monday,18:00,00:00,+6h,1.0,复习,6,课堂参与积极
Tommy_304,班课,Rocio,L000189,08/24/2026,周一,lunes,Monday,18:00,17:00,-1h,1.67,听力,7,
Tommy_454,班课,Rocio,L000189,2026-08-24,周一,lunes,Monday,18:00,00:00,+6h,1.67,听力,8,
Alice_099,1V1,Sandra,L000190,2026/04/28,周二,martes,Tuesday,18:00,18:00,+0h,1.0,语法,9,完成本节内容
Alice_099（教务）,一对一,Sandra,L000191,2026-05-05,周二,martes,Tuesday,18:00,18:00,+0h,1.0,语法,4,语法掌握一般
Alice_099,1V1,Sandra（教务）,L000192,2026/05/12,周二,martes,Tuesday,18:00,17:00,-1h,1.0,阅读,1,语法掌握一般
Alice_099,私教,Sandra,L000193,2026-05-19,周二,martes,Tuesday,18:00,18:00,+0h,1.67,听力,12,完成本节内容
Alice_099,1V1,Sandra,L000194,2026年5月26日,周二,martes,Tuesday,18:00,18:00,+0h,1.67,听力,14,课堂参与积极
Alice_099,私教,Sandra,L000195,2026-06-02,周二,martes,Tuesday,18:00,18:00,+0h,1.5,口语,1,语法掌握一般
Alice_099,私教,Sandra,L000196,2026/06/09,周二,martes,Tuesday,18:00,18:00,+0h,1.67,口语,14,完成本节内容
Alice_099（教务）,一对一,Sandra（教务）,L000197,2026年6月16日,周二,martes,Tuesday,18:00,18:00,+0h,1.0,口语,2,完成本节内容
Alice_099（教务）,一对一,Sandra,L000198,06/23/2026,周二,martes,Tuesday,18:00,18:00,+0h,1.5,复习,3,语法掌握一般
Alice_099,一对一,Sandra（教务）,L000199,2026-06-30,周二,martes,Tuesday,18:00,18:00,+0h,1.5,语法,7,
Alice_099（教务）,私教,Sandra,L000200,2026-07-07,周二,martes,Tuesday,18:00,18:00,+0h,1.0,复习,9,需要加强口语练习
Alice_099,私教,Sandra,L000201,2026-07-14,周二,martes,Tuesday,18:00,18:00,+0h,1.67,阅读,2,完成本节内容
Alice_099（教务）,1V1,Sandra,L000202,07/21/2026,周二,martes,Tuesday,18:00,18:00,+0h,1.67,复习,8,课堂参与积极
Alice_099（教务）,1V1,Sandra,L000203,2026年7月28日,周二,martes,Tuesday,18:00,18:00,+0h,1.0,阅读,6,完成本节内容
Alice_099,一对一,Sandra,L000204,2026-08-04,周二,martes,Tuesday,18:00,18:00,+0h,2.0,听力,14,
Alice_099,1V1,Sandra,L000205,2026/08/11,周二,martes,Tuesday,18:00,18:00,+0h,1.67,语法,5,课堂参与积极
Alice_099,私教,Sandra,L000206,2026/08/18,周二,martes,Tuesday,18:00,18:00,+0h,1.0,语法,6,
Alice_099,一对一,Sandra,L000207,2026-08-25,周二,martes,Tuesday,18:00,18:00,+0h,2.0,口语,12,语法掌握一般
Chloe181,1V1,Natalia,L000208,2026-04-11,周六,sábado,Saturday,18:00,09:00,-9h,1.0,复习,5,课堂参与积极
Chloe_181（教务）,1V1,Natalia,L000209,2026-04-18,周六,sábado,Saturday,18:00,09:00,-9h,1.0,阅读,6,课堂参与积极
Chloe_181,一对一,Natalia,L000210,2026-04-25,周六,sábado,Saturday,18:00,09:00,-9h,1.5,听力,1,完成本节内容
Chloe181,1V1,Natalia,L000211,2026-05-02,周六,sábado,Saturday,18:00,09:00,-9h,1.0,阅读,2,课堂参与积极
Chloe_181,1V1,Natalia,L000212,2026/05/09,周六,sábado,Saturday,18:00,09:00,-9h,1.67,听力,8,完成本节内容
Chloe_181,1V1,Natalia,L000213,2026-05-16,周六,sábado,Saturday,18:00,09:00,-9h,1.0,语法,14,完成本节内容
Chloe_181,私教,Natalia,L000214,2026/05/23,周六,sábado,Saturday,18:00,09:00,-9h,1.0,口语,13,完成本节内容
Chloe181,1V1,Natalia,L000215,2026-05-30,周六,sábado,Saturday,18:00,09:00,-9h,1.5,听力,5,需要加强口语练习
Chloe181,私教,Natalia,L000216,06/06/2026,周六,sábado,Saturday,18:00,09:00,-9h,2.0,复习,12,语法掌握一般
Chloe_181,私教,Natalia,L000217,2026-06-13,周六,sábado,Saturday,18:00,09:00,-9h,1.0,复习,6,
Chloe_181,私教,Natalia（教务）,L000218,06/20/2026,周六,sábado,Saturday,18:00,09:00,-9h,2.0,语法,6,完成本节内容
Chloe_181,一对一,Natalia,L000219,06/27/2026,周六,sábado,Saturday,18:00,09:00,-9h,1.0,语法,5,需要加强口语练习
Chloe_181,一对一,Natalia,L000220,2026年7月4日,周六,sábado,Saturday,18:00,09:00,-9h,1.0,语法,5,完成本节内容
Chloe_181,私教,Natalia,L000221,2026-07-11,周六,sábado,Saturday,18:00,09:00,-9h,1.0,复习,14,完成本节内容
Chloe_181（教务）,私教,Natalia,L000222,07/18/2026,周六,sábado,Saturday,18:00,09:00,-9h,1.0,听力,8,完成本节内容
Chloe_181,一对一,Natalia,L000223,2026年7月25日,周六,sábado,Saturday,18:00,09:00,-9h,1.67,口语,6,完成本节内容
Chloe_181,一对一,Natalia,L000224,2026年8月1日,周六,sábado,Saturday,18:00,09:00,-9h,1.0,复习,4,
Chloe_181,一对一,Natalia,L000225,08/08/2026,周六,sábado,Saturday,18:00,09:00,-9h,1.0,语法,13,语法掌握一般
Chloe_181,私教,Natalia,L000226,2026-08-15,周六,sábado,Saturday,18:00,08:00,-10h,1.67,口语,11,语法掌握一般
Chloe_181,一对一,Natalia（教务）,L000227,2026/08/22,周六,sábado,Saturday,18:00,09:00,-9h,2.0,阅读,3,
Chloe_181,一对一,Natalia,L000228,2026-08-29,周六,sábado,Saturday,18:00,08:00,-10h,1.67,口语,2,课堂参与积极
Ella442,1V1,Natalia（教务）,L000229,2025-04-01,周二,martes,Tuesday,16:00,22:00,+6h,1.0,口语,12,需要加强口语练习
Ella_442,一对一,Natalia,L000230,2025-04-08,周二,martes,Tuesday,16:00,22:00,+6h,1.0,阅读,9,需要加强口语练习
Ella_442,一对一,Natalia,L000231,2025/04/15,周二,martes,Tuesday,16:00,22:00,+6h,1.67,语法,12,语法掌握一般
Ella_442,一对一,Natalia,L000232,2025年4月22日,周二,martes,Tuesday,16:00,22:00,+6h,1.67,复习,5,课堂参与积极
Ella_442,私教,Natalia,L000233,2025年4月29日,周二,martes,Tuesday,16:00,22:00,+6h,1.0,阅读,3,需要加强口语练习
Ella_442,私教,Natalia,L000234,05/06/2025,周二,martes,Tuesday,16:00,22:00,+6h,1.67,语法,9,完成本节内容
Ella442,一对一,Natalia,L000235,2025-05-13,周二,martes,Tuesday,16:00,22:00,+6h,1.0,语法,2,语法掌握一般
Ella_442,一对一,Natalia（教务）,L000236,2025年5月20日,周二,martes,Tuesday,16:00,22:00,+6h,1.0,口语,13,
Ella442,一对一,Natalia,L000237,2025-05-27,周二,martes,Tuesday,16:00,22:00,+6h,1.67,语法,13,完成本节内容
Ella_442,1V1,Natalia,L000238,2025/06/03,周二,martes,Tuesday,16:00,22:00,+6h,2.0,复习,6,课堂参与积极
Ella_442（教务）,1V1,Natalia,L000239,2025-06-10,周二,martes,Tuesday,16:00,22:00,+6h,1.5,口语,7,完成本节内容
